id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	Germ.PGC|Germ.PGC	Germ.PGC|Somatic.OSE	Germ.PGC|Somatic.preGC_IIa	Somatic.OSE|Germ.PGC	Somatic.OSE|Somatic.OSE	Somatic.OSE|Somatic.preGC_IIa	Somatic.preGC_IIa|Germ.PGC	Somatic.preGC_IIa|Somatic.OSE	Somatic.preGC_IIa|Somatic.preGC_IIa	Germ.oogonia_STRA8|Germ.oogonia_STRA8	Germ.oogonia_STRA8|Germ.oogonia_meiotic	Germ.oogonia_STRA8|Somatic.preGC_IIb	Germ.oogonia_meiotic|Germ.oogonia_STRA8	Germ.oogonia_meiotic|Germ.oogonia_meiotic	Germ.oogonia_meiotic|Somatic.preGC_IIb	Somatic.preGC_IIb|Germ.oogonia_STRA8	Somatic.preGC_IIb|Germ.oogonia_meiotic	Somatic.preGC_IIb|Somatic.preGC_IIb	Germ.oocyte|Germ.oocyte	Germ.oocyte|Somatic.granulosa	Somatic.granulosa|Germ.oocyte	Somatic.granulosa|Somatic.granulosa
CPI-SC0065F5B8A	WNT10A_FZD1_LRP6	simple:Q9GZT5	complex:FZD1_LRP6	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0735548E0	WNT11_FZD1_LRP6	simple:O96014	complex:FZD1_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC07B9CD502	WNT16_FZD1_LRP6	simple:Q9UBV4	complex:FZD1_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC041A30C3B	WNT2_FZD1_LRP6	simple:P09544	complex:FZD1_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC04091DFF6	WNT2B_FZD1_LRP6	simple:Q93097	complex:FZD1_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC02CD1EEDE	WNT3_FZD1_LRP6	simple:P56703	complex:FZD1_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0B7D84FC7	WNT3A_FZD1_LRP6	simple:P56704	complex:FZD1_LRP6	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC047C4B365	WNT4_FZD1_LRP6	simple:P56705	complex:FZD1_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC056F0C465	WNT5B_FZD1_LRP6	simple:Q9H1J7	complex:FZD1_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0750A0484	WNT6_FZD1_LRP6	simple:Q9Y6F9	complex:FZD1_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC019E7AAA2	WNT7A_FZD1_LRP6	simple:O00755	complex:FZD1_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC03A2FEB5C	WNT7B_FZD1_LRP6	simple:P56706	complex:FZD1_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0B94370C2	WNT8A_FZD1_LRP6	simple:Q9H1J5	complex:FZD1_LRP6	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC094C611B7	WNT9B_FZD10_LRP5	simple:O14905	complex:FZD10_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0EBBD9B59	WNT3_FZD2_LRP6	simple:P56703	complex:FZD2_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0DAEAA93B	WNT1_FZD10_LRP6	simple:P04628	complex:FZD10_LRP6	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC00A87321E	WNT16_FZD10_LRP6	simple:Q9UBV4	complex:FZD10_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0782ECD47	WNT3A_FZD2_LRP5	simple:P56704	complex:FZD2_LRP5	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0EB633CED	WNT4_FZD2_LRP5	simple:P56705	complex:FZD2_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0675C8528	WNT5A_FZD2_LRP5	simple:P41221	complex:FZD2_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0A79539F5	WNT5B_FZD2_LRP5	simple:Q9H1J7	complex:FZD2_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0512E3581	WNT6_FZD2_LRP5	simple:Q9Y6F9	complex:FZD2_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0AE0AAAFB	WNT7A_FZD2_LRP5	simple:O00755	complex:FZD2_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0148F76F0	WNT3_FZD2_LRP5	simple:P56703	complex:FZD2_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0ADD9F3A1	WNT7B_FZD2_LRP5	simple:P56706	complex:FZD2_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0BE1E619E	WNT8B_FZD2_LRP5	simple:Q93098	complex:FZD2_LRP5	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0637CC9D5	WNT9A_FZD2_LRP5	simple:O14904	complex:FZD2_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC00BDFD604	WNT9B_FZD2_LRP5	simple:O14905	complex:FZD2_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC036A39C13	WNT1_FZD2_LRP6	simple:P04628	complex:FZD2_LRP6	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC054FD289E	WNT11_FZD2_LRP6	simple:O96014	complex:FZD2_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC074888BE6	WNT16_FZD2_LRP6	simple:Q9UBV4	complex:FZD2_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0D32DCC97	WNT8A_FZD2_LRP5	simple:Q9H1J5	complex:FZD2_LRP5	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC06037057B	WNT2B_FZD2_LRP5	simple:Q93097	complex:FZD2_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC055AF31A9	WNT2_FZD2_LRP5	simple:P09544	complex:FZD2_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC04F7D62D5	WNT16_FZD2_LRP5	simple:Q9UBV4	complex:FZD2_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0FDB82036	WNT2_FZD10_LRP6	simple:P09544	complex:FZD10_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC07AB82EAB	WNT3_FZD10_LRP6	simple:P56703	complex:FZD10_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0114AE598	WNT3A_FZD10_LRP6	simple:P56704	complex:FZD10_LRP6	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC023CE19F9	WNT4_FZD10_LRP6	simple:P56705	complex:FZD10_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0EE5FCF62	WNT5A_FZD10_LRP6	simple:P41221	complex:FZD10_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC07FD56C95	WNT5B_FZD10_LRP6	simple:Q9H1J7	complex:FZD10_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC09AD2A6B8	WNT6_FZD10_LRP6	simple:Q9Y6F9	complex:FZD10_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0D19712B9	WNT7A_FZD10_LRP6	simple:O00755	complex:FZD10_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0DD16A7D0	WNT7B_FZD10_LRP6	simple:P56706	complex:FZD10_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC028E64C95	WNT8A_FZD10_LRP6	simple:Q9H1J5	complex:FZD10_LRP6	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC08BD68242	WNT8B_FZD10_LRP6	simple:Q93098	complex:FZD10_LRP6	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC01153EAC0	WNT9A_FZD10_LRP6	simple:O14904	complex:FZD10_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0543729D1	WNT9B_FZD10_LRP6	simple:O14905	complex:FZD10_LRP6	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0147DCB06	WNT1_FZD2_LRP5	simple:P04628	complex:FZD2_LRP5	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC029ADF8EA	WNT11_FZD2_LRP5	simple:O96014	complex:FZD2_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC00A8BC9AA	WNT11_FZD10_LRP6	simple:O96014	complex:FZD10_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-CS01EA6FC47	Glutamate_byGLS_and_SLC17A8_GRM3	complex:Glutamate_byGLS_and_SLC17A8	simple:Q14832		GRM3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0FC2F01AB	Glutamate_byGLS_and_SLC1A1_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS_and_SLC1A1	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0E5972156	Glutamate_byGLS2_and_SLC1A7_GRM2	complex:Glutamate_byGLS2_and_SLC1A7	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS01C347639	22Hydroxycholesterol_byCYP3A4_NR1H4	complex:22Hydroxycholesterol_byCYP3A4	simple:Q96RI1		NR1H4	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-CS01DAEDE79	Calcitriol_byCYP27B1_VDR	complex:Calcitriol_byCYP27B1	simple:P11473		VDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-CS029C8858F	Estradiol_byCYP19A1_ESR1	complex:Estradiol_byCYP19A1	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-CS09B8977D7	Dehydroepiandrosterone_bySTS_ESR1	complex:Dehydroepiandrosterone_bySTS	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	1.3639999999999999																						
CPI-CS0168A25C9	Estradiol_byHSD17B1_ESR1	complex:Estradiol_byHSD17B1	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	1.3639999999999999																						
CPI-CS0B87D36A1	Estradiol_byCYP19A1_ESR2	complex:Estradiol_byCYP19A1	simple:Q92731		ESR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-CS0787D04B3	Testosterone_byAKR1D1_AR	complex:Testosterone_byAKR1D1	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-CS0A04F7238	Estradiol_byHSD17B1_ESR2	complex:Estradiol_byHSD17B1	simple:Q92731		ESR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	1.3639999999999999																						
CPI-CS0B08AEA2D	Estradiol_byHSD17B1_GPER1	complex:Estradiol_byHSD17B1	simple:Q99527		GPER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	1.3639999999999999																						
CPI-CS0669F64A4	Estradiol_byCYP19A1_NR1I2	complex:Estradiol_byCYP19A1	simple:O75469		NR1I2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-CS06A285DD6	Pregnenolone_byCYP11A1_NR1I2	complex:Pregnenolone_byCYP11A1	simple:O75469		NR1I2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-CS05760BB78	Dehydroepiandrosterone_bySTS_NR1I2	complex:Dehydroepiandrosterone_bySTS	simple:O75469		NR1I2	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	1.3639999999999999																						
CPI-CS0EF401B5F	Estradiol_byHSD17B1_NR1I2	complex:Estradiol_byHSD17B1	simple:O75469		NR1I2	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	1.3639999999999999																						
CPI-SS0DE9B07A8	ANGPT1_TEK	simple:Q15389	simple:Q02763	ANGPT1	TEK	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiopoietin	1.3639999999999999																						
CPI-CS0DAC88EFA	Estradiol_byCYP19A1_GPER1	complex:Estradiol_byCYP19A1	simple:Q99527		GPER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-CS0BE6576AD	Testosterone_byHSD17B12_AR	complex:Testosterone_byHSD17B12	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-CS0D5502736	Androstenedione_byCYP17A1_AR	complex:Androstenedione_byCYP17A1	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-CS039E9FE7F	Dihydrotestosterone_bySRD5A3_AR	complex:Dihydrotestosterone_bySRD5A3	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-SS0DCD351AD	LRFN5_PTPRS	simple:Q96NI6	simple:Q13332	LRFN5	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.3639999999999999																						
CPI-SS08968FFAE	LRRTM4_PTPRS	simple:Q86VH4	simple:Q13332	LRRTM4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.3639999999999999																						
CPI-SS000DBE90D	SLITRK1_PTPRS	simple:Q96PX8	simple:Q13332	SLITRK1	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.3639999999999999																						
CPI-SS09ABD133A	SLITRK2_PTPRS	simple:Q9H156	simple:Q13332	SLITRK2	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.3639999999999999																						
CPI-SS0EEF491E3	SLITRK4_PTPRS	simple:Q8IW52	simple:Q13332	SLITRK4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.3639999999999999																						
CPI-SS05F136AA2	SLITRK5_PTPRS	simple:O94991	simple:Q13332	SLITRK5	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.3639999999999999																						
CPI-SS0FAD26C76	SLITRK6_PTPRS	simple:Q9H5Y7	simple:Q13332	SLITRK6	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.3639999999999999																						
CPI-SS015B2F961	CALCA_CALCR	simple:P01258	simple:P30988	CALCA	CALCR	True	False	True	curated	False	Ligand-Receptor	Signaling by Calcitonin	1.3639999999999999																						
CPI-SS07CF0C6E7	CALCB_CALCR	simple:P10092	simple:P30988	CALCB	CALCR	True	False	True	curated	False	Ligand-Receptor	Signaling by Calcitonin	1.3639999999999999																						
CPI-SS0DF830287	APLP2_PLXNA4	simple:Q06481	simple:Q9HCM2	APLP2	PLXNA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-like protein	1.3639999999999999																						
CPI-SS097A84265	APP_TNFRSF21	simple:P05067	simple:O75509	APP	TNFRSF21	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	1.3639999999999999																						
CPI-SS012E7C8B8	PI16_TNFRSF21	simple:Q6UXB8	simple:O75509	PI16	TNFRSF21	True	False	True	curated	False	Ligand-Receptor		1.3639999999999999																						
CPI-CS012A5546C	Desoxycorticosterone_byCYP21A2_NR3C2	complex:Desoxycorticosterone_byCYP21A2	simple:P08235		NR3C2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-CS0EC7F7C75	Dihydrotestosterone_bySRD5A1_AR	complex:Dihydrotestosterone_bySRD5A1	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-CS0D228AF4D	Dihydrotestosterone_bySRD5A2_AR	complex:Dihydrotestosterone_bySRD5A2	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.3639999999999999																						
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ANGPT2	TEK	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiopoietin	1.3639999999999999																						
CPI-SS0D89F86A7	ANGPT4_TEK	simple:Q9Y264	simple:Q02763	ANGPT4	TEK	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiopoietin	1.3639999999999999																						
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	1.3639999999999999																						
CPI-SS069924427	AGT_AGTR2	simple:P01019	simple:P50052	AGT	AGTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	1.3639999999999999																						
CPI-SS0DD9B3D49	NGF_SORT1	simple:P01138	simple:Q99523	NGF	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	1.3639999999999999																						
CPI-SS09A36B221	BDNF_SORT1	simple:P23560	simple:Q99523	BDNF	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	1.3639999999999999																						
CPI-SS0A437E174	NTS_SORT1	simple:P30990	simple:Q99523	NTS	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotensin	1.3639999999999999																						
CPI-SS02A53F29E	LRPAP1_SORT1	simple:P30533	simple:Q99523	LRPAP1	SORT1	False	False	True	curated	False	Ligand-Receptor		1.3639999999999999																						
CPI-SC04A52C935	BMP10_ACVL1_ACVR2A	simple:O95393	complex:ACVL1_ACVR2A	BMP10		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.3639999999999999																						
CPI-SC0C36CD752	GDF2_ACVL1_ACVR2A	simple:Q9UK05	complex:ACVL1_ACVR2A	GDF2		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.3639999999999999																						
CPI-SC07C452E3D	BMP10_ACVL1_BMPR2	simple:O95393	complex:ACVL1_BMPR2	BMP10		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.3639999999999999																						
CPI-SC05B4B8690	GDF2_ACVL1_BMPR2	simple:Q9UK05	complex:ACVL1_BMPR2	GDF2		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.3639999999999999																						
CPI-SC058533A46	BMP15_BMPR1B_BMPR2	simple:O95972	complex:BMPR1B_BMPR2	BMP15		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.3639999999999999																						
CPI-SC07F8BC578	BMP4_BMPR1B_BMPR2	simple:P12644	complex:BMPR1B_BMPR2	BMP4		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.3639999999999999																						
CPI-SC0DA028FF9	BMP7_BMPR1B_BMPR2	simple:P18075	complex:BMPR1B_BMPR2	BMP7		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.3639999999999999																						
CPI-SC0E866CD7F	BMP8A_BMPR1B_BMPR2	simple:Q7Z5Y6	complex:BMPR1B_BMPR2	BMP8A		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.3639999999999999																						
CPI-SC0A76B562F	GDF5_BMPR1B_BMPR2	simple:P43026	complex:BMPR1B_BMPR2	GDF5		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.3639999999999999																						
CPI-SC090BF166F	GDF6_BMPR1B_BMPR2	simple:Q6KF10	complex:BMPR1B_BMPR2	GDF6		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.3639999999999999																						
CPI-SC039AFE4AD	GDF7_BMPR1B_BMPR2	simple:Q7Z4P5	complex:BMPR1B_BMPR2	GDF7		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.3639999999999999																						
CPI-SS0BE3867AB	NTF3_NTRK1	simple:P20783	simple:P04629	NTF3	NTRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	1.3639999999999999																						
CPI-SS064D15A83	LRFN4_PTPRS	simple:Q6PJG9	simple:Q13332	LRFN4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.3639999999999999																						
CPI-SS052127A00	NGF_NTRK1	simple:P01138	simple:P04629	NGF	NTRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	1.3639999999999999																						
CPI-SS0AA76E0E4	NTF4_NGFR	simple:P34130	simple:P08138	NTF4	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	1.3639999999999999																						
CPI-SS0F739D3DB	ANXA1_FPR1	simple:P04083	simple:P21462	ANXA1	FPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Annexin	1.3639999999999999																						
CPI-SS08719F19E	APELA_APLNR	simple:P0DMC3	simple:P35414	APELA	APLNR	True	False	True	curated	False	Ligand-Receptor	Signaling by Apelin	1.3639999999999999																						
CPI-SS086CB298F	APLN_APLNR	simple:Q9ULZ1	simple:P35414	APLN	APLNR	True	False	True	curated	False	Ligand-Receptor	Signaling by Apelin	1.3639999999999999																						
CPI-SS015B29D3F	APOA1_ABCA1	simple:P02647	simple:O95477	APOA1	ABCA1	True	False	False	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	1.3639999999999999																						
CPI-SC06DAC3119	APOA1_CUBN_AMN_complex	simple:P02647	complex:CUBN_AMN_complex	APOA1		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	1.3639999999999999																						
CPI-SS00BE17C71	APOB_APOBR	simple:P04114	simple:Q0VD83	APOB	APOBR	True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	1.3639999999999999																						
CPI-CS03629A52A	2arachidonoylglycerol_byDAGLA_CNR1	complex:2arachidonoylglycerol_byDAGLA	simple:P21554		CNR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.3639999999999999																						
CPI-CS007D418BE	2arachidonoylglycerol_byDAGLB_CNR1	complex:2arachidonoylglycerol_byDAGLB	simple:P21554		CNR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.3639999999999999																						
CPI-CS0C6F86DF5	2arachidonoylglycerol_byDAGLA_CNR2	complex:2arachidonoylglycerol_byDAGLA	simple:P34972		CNR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.3639999999999999																						
CPI-CS030959ED1	2arachidonoylglycerol_byDAGLB_CNR2	complex:2arachidonoylglycerol_byDAGLB	simple:P34972		CNR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.3639999999999999																						
CPI-CS045C37E64	2arachidonoylglycerol_byDAGLA_GPR55	complex:2arachidonoylglycerol_byDAGLA	simple:Q9Y2T6		GPR55	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.3639999999999999																						
CPI-CS01F7D06F1	2arachidonoylglycerol_byDAGLB_GPR55	complex:2arachidonoylglycerol_byDAGLB	simple:Q9Y2T6		GPR55	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.3639999999999999																						
CPI-SS0EDD4928A	NGF_NGFR	simple:P01138	simple:P08138	NGF	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	1.3639999999999999																						
CPI-SS0E4E83C2E	BDNF_NGFR	simple:P23560	simple:P08138	BDNF	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	1.3639999999999999																						
CPI-SS0AEAEEECB	NTF3_NGFR	simple:P20783	simple:P08138	NTF3	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	1.3639999999999999																						
CPI-SS081A36E07	CD80_NGFR	simple:P33681	simple:P08138	CD80	NGFR	False	True	True	curated	False	Ligand-Receptor		1.3639999999999999																						
CPI-CC0A69D0835	BMP9_BMP15_BMPR1B_BMPR2_ACVR1B	complex:BMP9_BMP15	complex:BMPR1B_BMPR2_ACVR1B			True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.3639999999999999																						
CPI-SS023656B4B	LRRC4B_PTPRS	simple:Q9NT99	simple:Q13332	LRRC4B	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.3639999999999999																						
CPI-SS00BD8FF72	POMC_MC1R	simple:P01189	simple:Q01726	POMC	MC1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Podocalyxin-like protein	1.3639999999999999																						
CPI-CS0E8CA54FD	Noradrenaline_byDBH_and_SLC6A2_ADRA1B	complex:Noradrenaline_byDBH_and_SLC6A2	simple:P35368		ADRA1B	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.3639999999999999																						
CPI-CS0DA514FAE	Adrenaline_byPNMT_and_SLC18A1_ADRA1D	complex:Adrenaline_byPNMT_and_SLC18A1	simple:P25100		ADRA1D	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.3639999999999999																						
